DEBUG    | 2023-06-20 09:33:13,212 | 24   - init                                     | Input-dir test/gitleaks_input already exists
DEBUG    | 2023-06-20 09:57:44,543 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/aws-cloudformation-rain/aws-cloudformation-rain.json' mode='r' encoding='UTF-8'>. Repository is aws-cloudformation-rain
DEBUG    | 2023-06-20 09:57:44,562 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,562 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dc', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028766', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 134, 'EndLine': 169, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:57:44,562 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134
DEBUG    | 2023-06-20 09:57:44,562 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,562 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dd', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028887', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:57:44,563 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:57:44,563 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,563 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4de', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028979', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 145, 'EndLine': 180, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config.toml', 'Commit': '6520ce466e1ab4fe5797db463346e2fcaf5cd182', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-10T08:56:18+00:00', 'Message': 'Merged in custom_config (pull request #8)\n\nCustom config\n\ncommit 669e6934895c15a4aba6e6251872a16e3d37acc7\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Tue May 10 10:55:03 2022 +0200\n\ncpr -> update custom_config.toml to latest version', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:private-key:145'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:57:44,563 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:private-key:145
DEBUG    | 2023-06-20 09:57:44,564 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,564 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4df', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.029062', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config.toml', 'Commit': '6520ce466e1ab4fe5797db463346e2fcaf5cd182', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-10T08:56:18+00:00', 'Message': 'Merged in custom_config (pull request #8)\n\nCustom config\n\ncommit 669e6934895c15a4aba6e6251872a16e3d37acc7\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Tue May 10 10:55:03 2022 +0200\n\ncpr -> update custom_config.toml to latest version', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:57:44,564 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:57:44,565 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,565 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dc', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028766', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 134, 'EndLine': 169, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:57:44,565 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134
DEBUG    | 2023-06-20 09:57:44,565 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:57:44,565 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dd', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028887', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
